"","TaxonUsageID","LETTERCODE","SHORTNAME","TaxonName","NATIVENAME","AuthorName","SYNONYM","TaxonConceptID"
"51106",51106,"PIMPO.O","Pimpinella oreophila v","Pimpinella oreophila var. oreophila",NA,"Hook. f.",FALSE,51106
"51107",51107,"LOBEDUR","Lobelia duriprati","Lobelia duriprati",NA,"Th. Fr.",FALSE,51107
"51108",51108,"BARBINT","Barbarea intermedia","Barbarea intermedia",NA,"Boreau",FALSE,51108
"51109",51109,"ERICSIL","Erica silvatica","Erica silvatica",NA,"(Engl.) Beentje",FALSE,51109
"51110",51110,"ERICSIL","Blaeria johnstonii","Blaeria johnstonii",NA,"Engl.",TRUE,51109
"51111",51111,"CONY.SP","Conyza species","Conyza species",NA,"NA",FALSE,51111
"51112",51112,"CONYCLA","Conyza clarenceana","Conyza clarenceana",NA,"(Hook. f.) Oliv. & Hiern",FALSE,51112
"51113",51113,"CONYCLA","Conyza theodori","Conyza theodori",NA,"R. E. Fr.",TRUE,51112
"51114",51114,"ERIC.SP","Eriocaulon species","Eriocaulon species",NA,"NA",FALSE,51114
"51115",51115,"GUNNPER","Gunnera perpensa","Gunnera perpensa",NA,"L.",FALSE,51115
"51116",51116,"JUNC.SP","Juncus species","Juncus species",NA,"NA",FALSE,51116
"51117",51117,"LIMOAQU","Limosella aquatica","Limosella aquatica",NA,"L.",FALSE,51117
"51118",51118,"LYCOCLA","Lycopodium clavatum","Lycopodium clavatum",NA,"L.",FALSE,51118
"51119",51119,"MYOSVES","Myosotis vestergrenii","Myosotis vestergrenii",NA,"Stroh",FALSE,51119
"51120",51120,"PANIPUS","Panicum pusillum","Panicum pusillum",NA,"Hook. f.",FALSE,51120
"51121",51121,"SAGIA.A","Sagina abyssinica ssp.","Sagina abyssinica ssp. aequinoctialis",NA,"Hedberg",FALSE,51121
"51123",51123,"ASPLHYP","Asplenium hypomelas","Asplenium hypomelas",NA,"Kuhn",FALSE,51123
"51124",51124,"STREGLA","Streptocarpus glandulo","Streptocarpus glandulosissimus",NA,"Engl.",FALSE,51124
"51125",51125,"MONASCH","Monanthotaxis schweinf","Monanthotaxis schweinfurthii",NA,"(Engl. & Diels) Verdc.",FALSE,51125
"51126",51126,"ELAPAUB","Elaphoglossum aubertii","Elaphoglossum aubertii",NA,"(Desv.) T. Moore",FALSE,51126
"51127",51127,"ATHYSCA","Athyrium scandicinum","Athyrium scandicinum",NA,"(Willd.) C. Presl",FALSE,51127
"51128",51128,"CHEIQUA","Cheilanthes quadripinn","Cheilanthes quadripinnata",NA,"Kuhn",FALSE,51128
"51129",51129,"CHEIQUA","Pellaea quadripinnata","Pellaea quadripinnata",NA,"(Forssk.) Prantl",TRUE,51128
"51130",51130,"CHEITIN","Cheilanthes tinaei","Cheilanthes tinaei",NA,"Tod.",FALSE,51130
"51131",51131,"DICRLIN","Dicranopteris linearis","Dicranopteris linearis",NA,"(Burm. f.) Underw.",FALSE,51131
"51132",51132,"DIPLZAN","Diplazium zanzibaricum","Diplazium zanzibaricum",NA,"(Baker) C. Chr.",FALSE,51132
"51133",51133,"LYCOCER","Lycopodiella cernua","Lycopodiella cernua",NA,"(L.) Pic. Serm.",FALSE,51133
"51134",51134,"LYCOCER","Lycopodium cernuum","Lycopodium cernuum",NA,"L.",TRUE,51133
"51135",51135,"GLEIELO","Gleichenia elongata","Gleichenia elongata",NA,"Baker",FALSE,51135
"51136",51136,"ZANTGIL","Zanthoxylum gilletii","Zanthoxylum gilletii",NA,"(De Wild.) P. G. Waterman",FALSE,51136
"51137",51137,"DICHMAD","Dichapetalum madagasca","Dichapetalum madagascariense",NA,"Poir.",FALSE,51137
"51138",51138,"HARUMAD","Harungana madagascarie","Harungana madagascariensis",NA,"Lam. ex Poir.",FALSE,51138
"51139",51139,"PIPEUMB","Piper umbellatum","Piper umbellatum",NA,"L.",FALSE,51139
"51140",51140,"HAPLVOL","Haplopteris volkensii","Haplopteris volkensii",NA,"(Hieron.) E.H. Crane",FALSE,51140
"51141",51141,"HAPLVOL","Vittaria volkensii","Vittaria volkensii",NA,"Hieron.",TRUE,51140
"51142",51142,"CULCFAL","Culcasia falcifolia","Culcasia falcifolia",NA,"Engl.",FALSE,51142
"51143",51143,"RAUVMAN","Rauvolfia mannii","Rauvolfia mannii",NA,"Stapf",FALSE,51143
"51144",51144,"ADENL.R","Adenia lobata ssp. rum","Adenia lobata ssp. rumicifolia",NA,"(Engl. & Harms) Lye",FALSE,51144
"51145",51145,"ADENL.R","Adenia rumicifolia","Adenia rumicifolia",NA,"Engl. & Harms",TRUE,51144
"51146",51146,"CRYPAFR","Cryptotaenia africana","Cryptotaenia africana",NA,"(Hook. f.) Drude",FALSE,51146
"51147",51147,"CHLOCOM","Chlorophytum comosum","Chlorophytum comosum",NA,"(Thunb.) Jacq.",FALSE,51147
"51148",51148,"GARCVOL","Garcinia volkensii","Garcinia volkensii",NA,"Engl.",FALSE,51148
"51149",51149,"MOMOFRI","Momordica friesiorum","Momordica friesiorum",NA,"(Harms) C. Jeffrey",FALSE,51149
"51150",51150,"ONCOSUL","Oncocalyx sulfureus","Oncocalyx sulfureus",NA,"(Engl.) Wiens & Polhill",FALSE,51150
"51151",51151,"HYMEPOL","Hymenophyllum polyanth","Hymenophyllum polyanthos",NA,"Sw.",FALSE,51151
"51152",51152,"HYMEPOL","Hymenophyllum kuhnii","Hymenophyllum kuhnii",NA,"C. Chr.",TRUE,51151
"51153",51153,"BLOTGLA","Blotiella glabra","Blotiella glabra",NA,"(Bory) R.M. Tryon",FALSE,51153
"51154",51154,"ELAPHYB","Elaphoglossum hybridum","Elaphoglossum hybridum",NA,"(Bory) Brack.",FALSE,51154
"51155",51155,"IMPAMIL","Impatiens mildbraedii","Impatiens mildbraedii",NA,"Gilg",FALSE,51155
"51156",51156,"BLECATT","Blechnum attenuatum","Blechnum attenuatum",NA,"(Sw.) Mett.",FALSE,51156
"51157",51157,"HYMECAP","Hymenophyllum capillar","Hymenophyllum capillare",NA,"Desv.",FALSE,51157
"51158",51158,"AMAUOPP","Amauropelta oppositifo","Amauropelta oppositiformis",NA,"(C. Chr.) Holttum",FALSE,51158
"51159",51159,"CHRIDEN","Christella dentata","Christella dentata",NA,"(Forssk.) Brownsey & Jermy",FALSE,51159
"51756",51756,"CHRIDEN","Cyclosorus dentatus","Cyclosorus dentatus",NA,"(Forssk.) Ching",TRUE,51159
"51160",51160,"ELAPANG","Elaphoglossum angulatu","Elaphoglossum angulatum",NA,"(Blume) T. Moore",FALSE,51160
"51161",51161,"HYMETUN","Hymenophyllum tunbrige","Hymenophyllum tunbrigense",NA,"(L.) Sm.",FALSE,51161
"51162",51162,"SELAG.A","Selaginella goudotiana","Selaginella goudotiana var. abyssinica",NA,"(Spring) Bizzarri",FALSE,51162
"51163",51163,"SELAG.A","Selaginella abyssinica","Selaginella abyssinica",NA,"Spring",TRUE,51162
"51164",51164,"XIPH.SP","Xiphopteris species","Xiphopteris species",NA,"NA",FALSE,51164
"51165",51165,"ELAP.SP","Elaphoglossum species","Elaphoglossum species",NA,"NA",FALSE,51165
"51166",51166,"EPIPAFR","Epipactis africana","Epipactis africana",NA,"Rendle",FALSE,51166
"51167",51167,"CELSFLO","Celsia floccosa","Celsia floccosa",NA,"Benth.",FALSE,51167
"51168",51168,"BLECTAB","Blechnum tabulare","Blechnum tabulare",NA,"(Thunb.) Kuhn",FALSE,51168
"51169",51169,"ASPLUHL","Asplenium uhligii","Asplenium uhligii",NA,"Hieron.",FALSE,51169
"51170",51170,"DOLIKIL","Dolichos kilimandschar","Dolichos kilimandscharicus",NA,"Taub.",FALSE,51170
"51171",51171,"CYATHUM","Cyathea humilis","Cyathea humilis",NA,"Hieron.",FALSE,51171
"51172",51172,"EUPHABY","Euphorbia abyssinica","Euphorbia abyssinica",NA,"J.F. Gmel.",FALSE,51172
"51173",51173,"EUPHABY","Euphorbia obovalifolia","Euphorbia obovalifolia",NA,"A. Rich.",TRUE,51172
"51174",51174,"POLYFUL","Polyscias fulva","Polyscias fulva",NA,"(Hiern) Harms",FALSE,51174
"51175",51175,"BEGOWOL","Begonia wollastonii","Begonia wollastonii",NA,"Baker f.",FALSE,51175
"51176",51176,"BEGOWOL","Begonia keniensis","Begonia keniensis",NA,"Gilg ex Engl.",TRUE,51175
"51178",51178,"GERAACU","Geranium aculeolatum","Geranium aculeolatum",NA,"Oliv.",FALSE,51178
"51179",51179,"ACAN.SP","Acanthospermum species","Acanthospermum species",NA,"NA",FALSE,51179
"51180",51180,"PYCRDIL","Pycreus diloloensis","Pycreus diloloensis",NA,"K¸k. ex Cherm.",FALSE,51180
"51181",51181,"PYCRDIL","Cyperus diloloensis","Cyperus diloloensis",NA,"(K¸k. ex Cherm.) K¸k.",TRUE,51180
"51183",51183,"HELIFOE","Helichrysum foetidum","Helichrysum foetidum",NA,"(L.) Moench",FALSE,51183
"51184",51184,"CREPMEL","Crepidomanes melanotri","Crepidomanes melanotrichum",NA,"(Schltdl.) J.P. Roux",FALSE,51184
"51185",51185,"CREPMEL","Trichomanes melanotric","Trichomanes melanotrichum",NA,"Schltdl.",TRUE,51184
"51186",51186,"HYPOGOE","Hypolepis goetzei","Hypolepis goetzei",NA,"Reimers",FALSE,51186
"51187",51187,"PHYLBOE","Phyllanthus boehmii","Phyllanthus boehmii",NA,"Pax",FALSE,51187
"51188",51188,"POLYTRA","Polystachya transvaale","Polystachya transvaalensis",NA,"Schltr.",FALSE,51188
"51189",51189,"SEDUMEY","Sedum meyeri-johannis","Sedum meyeri-johannis",NA,"Engl.",FALSE,51189
"51190",51190,"SEDURUW","Sedum ruwenzoriense","Sedum ruwenzoriense",NA,"Baker f.",FALSE,51190
"51191",51191,"VERNHOC","Vernonia hochstetteri","Vernonia hochstetteri",NA,"Sch. Bip.",FALSE,51191
"51192",51192,"VERNHOC","Vernonia jugalis","Vernonia jugalis",NA,"Oliv. & Hiern",TRUE,51191
"51193",51193,"VERNG.N","Vernonia galamensis ss","Vernonia galamensis ssp. nairobiensis",NA,"M. G. Gilbert",FALSE,51193
"51194",51194,"ACALRAC","Acalypha racemosa","Acalypha racemosa",NA,"Baill.",FALSE,51194
"51195",51195,"CYNA.SP","Cynanchum species","Cynanchum species",NA,"NA",FALSE,51195
"51196",51196,"ASPLSTR","Asplenium strangeanum","Asplenium strangeanum",NA,"Pic.Serm.",FALSE,51196
"51197",51197,"GALITHU","Galium thunbergianum","Galium thunbergianum",NA,"Eckl. & Zeyh.",FALSE,51197
"51198",51198,"BOTHAMP","Bothriocline amplifoli","Bothriocline amplifolia",NA,"(O. Hoffm. & Muschl.) M. G. Gilbert",FALSE,51198
"51199",51199,"CHENPRO","Chenopodium procerum","Chenopodium procerum",NA,"Hochst. ex Moq.",FALSE,51199
"51200",51200,"DEPABOR","Deparia boryana","Deparia boryana",NA,"(Willd.) M. Kato",FALSE,51200
"51225",51225,"DEPABOR","Athyrium boryanum","Athyrium boryanum",NA,"(Willd.) Tagawa",TRUE,51200
"51240",51240,"DEPABOR","Dryoathyrium boryanum","Dryoathyrium boryanum",NA,"(Willd.) Ching",TRUE,51200
"51201",51201,"ASPLBUG","Asplenium bugoiense","Asplenium bugoiense",NA,"Hieron.",FALSE,51201
"51202",51202,"ASPLBOL","Asplenium boltonii","Asplenium boltonii",NA,"Hook. ex Schelpe",FALSE,51202
"51203",51203,"CASSMUL","Cassia multiglandulosa","Cassia multiglandulosa",NA,"Jacq.",FALSE,51203
"51204",51204,"CASSMUL","Cassia tomentosa","Cassia tomentosa",NA,"L. f.",TRUE,51203
"51205",51205,"LAGGBRE","Laggera brevipes","Laggera brevipes",NA,"Oliv. & Hiern",FALSE,51205
"51206",51206,"LAGU.SP","Lagunaria species","Lagunaria species",NA,"NA",FALSE,51206
"51207",51207,"LEPISCH","Lepisorus schraderi","Lepisorus schraderi",NA,"(Mett.) Ching",FALSE,51207
"51208",51208,"CUCUORE","Cucumis oreosyce","Cucumis oreosyce",NA,"H. Schaef.",FALSE,51208
"51209",51209,"CUCUORE","Oreosyce africana","Oreosyce africana",NA,"Hook. f.",TRUE,51208
"51210",51210,"AGAUSAL","Agauria salicifolia","Agauria salicifolia",NA,"(Comm. ex Lam.) Hook. f. ex Oliv.",FALSE,51210
"51211",51211,"ERAGAMN","Eragrostis amanda","Eragrostis amanda",NA,"Clayton",FALSE,51211
"51212",51212,"HESPPET","Hesperantha petitiana","Hesperantha petitiana",NA,"(A. Rich.) Baker",FALSE,51212
"51213",51213,"CAREPET","Carex petitiana","Carex petitiana",NA,"A. Rich.",FALSE,51213
"51214",51214,"POLYCUL","Polystachya cultriform","Polystachya cultriformis",NA,"(Thouars) Lindl. ex Spreng.",FALSE,51214
"51215",51215,"PTERCRE","Pteris cretica","Pteris cretica",NA,"L.",FALSE,51215
"51216",51216,"POLYC.L","Polystachya caespitifi","Polystachya caespitifica ssp. latilabris",NA,"(Summerh.) P.J. Cribb & Podz.",FALSE,51216
"51217",51217,"POLYC.L","Polystachya latilabris","Polystachya latilabris",NA,"Summerh.",TRUE,51216
"51218",51218,"ALOE.SP","Aloe species","Aloe species",NA,"NA",FALSE,51218
"51222",51222,"CONYSTE","Conyza steudelii","Conyza steudelii",NA,"Sch. Bip. ex A. Rich.",FALSE,51222
"51223",51223,"CONYSTE","Conyza volkensii","Conyza volkensii",NA,"O. Hoffm.",TRUE,51222
"51224",51224,"CYNOCOE","Cynoglossum coeruleum","Cynoglossum coeruleum",NA,"A. DC.",FALSE,51224
"51227",51227,"HELICYM","Helichrysum cymosum","Helichrysum cymosum",NA,"(L.) D. Don",FALSE,51227
"51233",51233,"SOLAR.B","Solanum runsoriense ss","Solanum runsoriense ssp. bendirianum",NA,"(C.H. Wright) Edmonds",FALSE,51233
"51234",51234,"SOLAR.B","Solanum bendirianum","Solanum bendirianum",NA,"Schimp. ex C.H. Wright",TRUE,51233
"51235",51235,"VISCSCH","Viscum schimperi","Viscum schimperi",NA,"Engl.",FALSE,51235
"51238",51238,"LYCHROT","Lychnis rotundifolia","Lychnis rotundifolia",NA,"(Oliv.) M. Popp",FALSE,51238
"51239",51239,"LYCHROT","Uebelinia rotundifolia","Uebelinia rotundifolia",NA,"Oliv.",TRUE,51238
"51241",51241,"HISTINC","Histiopteris incisa","Histiopteris incisa",NA,"(Thunb.) J. Sm.",FALSE,51241
"51243",51243,"BROMPEC","Bromus pectinatus","Bromus pectinatus",NA,"Thunb.",FALSE,51243
"51244",51244,"BROMPEC","Bromus adoensis","Bromus adoensis",NA,"Hochst. ex Steud.",TRUE,51243
"51245",51245,"DORSTHI","Dorstenia thikaensis","Dorstenia thikaensis",NA,"Hijman",FALSE,51245
"51246",51246,"EUPHSCH","Euphorbia schimperiana","Euphorbia schimperiana",NA,"Scheele",FALSE,51246
"51247",51247,"HAPLSCH","Haplocarpha schimperi","Haplocarpha schimperi",NA,"(Sch. Bip.) Bea",FALSE,51247
"51248",51248,"HELC.SP","Helichrysum species","Helichrysum species",NA,"NA",FALSE,51248
"51249",51249,"IMPATIN","Impatiens tinctoria","Impatiens tinctoria",NA,"A. Rich.",FALSE,51249
"51250",51250,"KNIPTHO","Kniphofia thomsonii","Kniphofia thomsonii",NA,"Baker",FALSE,51250
"51252",51252,"RANUABE","Ranunculus aberdaricus","Ranunculus aberdaricus",NA,"Ulbr.",FALSE,51252
"51253",51253,"RUBURIG","Rubus rigidus","Rubus rigidus",NA,"Sm.",FALSE,51253
"51254",51254,"ALCHARG","Alchemilla argyrophyll","Alchemilla argyrophylla",NA,"Oliv.",FALSE,51254
"51260",51260,"MALVVER","Malva verticillata","Malva verticillata",NA,"L.",FALSE,51260
"51261",51261,"PHAU.SP","Phaulopsis species","Phaulopsis species",NA,"NA",FALSE,51261
"51262",51262,"SWERSCA","Swertia scandens","Swertia scandens",NA,"T.C.E. Fr.",FALSE,51262
"51263",51263,"TYLOHET","Tylophora heterophylla","Tylophora heterophylla",NA,"A. Rich.",FALSE,51263
"51264",51264,"TYLOHET","Tylophoropsis heteroph","Tylophoropsis heterophylla",NA,"(A. Rich.) N.E. Br.",TRUE,51263
"51273",51273,"CENCCIL","Cenchrus ciliaris","Cenchrus ciliaris",NA,"L.",FALSE,51273
"51280",51280,"HIBIMIC","Hibiscus micranthus","Hibiscus micranthus",NA,"L. f.",FALSE,51280
"51281",51281,"INDIHOC","Indigofera hochstetter","Indigofera hochstetteri",NA,"Baker",FALSE,51281
"51283",51283,"JUSTANA","Justicia anagalloides","Justicia anagalloides",NA,"(Nees) T. Anderson",FALSE,51283
"51287",51287,"ORTHTHY","Orthosiphon thymifloru","Orthosiphon thymiflorus",NA,"(Roth) Sleesen",FALSE,51287
"51424",51424,"ORTHTHY","Orthosiphon suffrutesc","Orthosiphon suffrutescens",NA,"(Thonn.) J. K. Morton",TRUE,51287
"51288",51288,"OSYRSCH","Osyridicarpos schimper","Osyridicarpos schimperianus",NA,"(Hochst. ex A. Rich.) A. DC.",FALSE,51288
"51289",51289,"IPOMLAP","Ipomoea lapidosa","Ipomoea lapidosa",NA,"Vatke",FALSE,51289
"51290",51290,"SOLACOA","Solanum coagulans","Solanum coagulans",NA,"Forssk.",FALSE,51290
"51291",51291,"SOLACOA","Solanum dubium","Solanum dubium",NA,"Fresen.",TRUE,51290
"51292",51292,"LEPTSEN","Leptothrium senegalens","Leptothrium senegalense",NA,"(Kunth) Clayton",FALSE,51292
"51293",51293,"LEPTSEN","Latipes senegalensis","Latipes senegalensis",NA,"Kunth",TRUE,51292
"51294",51294,"COMBANG","Combretum angustipetal","Combretum angustipetalum",NA,"Chiov.",FALSE,51294
"51295",51295,"BRACSFL","Brachiaria serrifolia","Brachiaria serrifolia",NA,"(Hochst.) Stapf",FALSE,51295
"51296",51296,"SCLEAFR","Sclerocarpus africanus","Sclerocarpus africanus",NA,"Jacq. ex Murray",FALSE,51296
"51297",51297,"ASTRLAC","Astripomoea lachnosper","Astripomoea lachnosperma",NA,"(Choisy) A. Meeuse",FALSE,51297
"51298",51298,"TRAGBER","Tragus berteronianus","Tragus berteronianus",NA,"Schult.",FALSE,51298
"51299",51299,"ARISADS","Aristida adscensionis","Aristida adscensionis",NA,"L.",FALSE,51299
"51300",51300,"BARLACA","Barleria acanthoides","Barleria acanthoides",NA,"Oliv.",FALSE,51300
"51301",51301,"BLEPLIN","Blepharis linariifolia","Blepharis linariifolia",NA,"Pers.",FALSE,51301
"51302",51302,"INDISPI","Indigofera spinosa","Indigofera spinosa",NA,"Forssk.",FALSE,51302
"51303",51303,"IPOMADE","Ipomoea adenioides","Ipomoea adenioides",NA,"Schinz",FALSE,51303
"51304",51304,"OCIMO.O","Ocimum obovatum var. o","Ocimum obovatum var. obovatum",NA,"E. Mey. ex Benth.",FALSE,51304
"51305",51305,"OCIMO.O","Becium obovatum","Becium obovatum",NA,"(E. Mey. ex Benth.) N.E. Br.",TRUE,51304
"51306",51306,"KEDRPSE","Kedrostis pseudogijef","Kedrostis pseudogijef",NA,"(Gilg) C. Jeffrey",FALSE,51306
"51307",51307,"ALBIANT","Albizia anthelmintica","Albizia anthelmintica",NA,"Brongn.",FALSE,51307
"51308",51308,"COMMAFC","Commiphora africana","Commiphora africana",NA,"(A. Rich.) Engl.",FALSE,51308
"51309",51309,"COMMPAO","Commiphora paolii","Commiphora paolii",NA,"Chiov.",FALSE,51309
"51310",51310,"COMMSCH","Commiphora schimperi","Commiphora schimperi",NA,"(O. Berg) Engl.",FALSE,51310
"51311",51311,"MELIVOL","Melia volkensii","Melia volkensii",NA,"G¸rke",FALSE,51311
"51312",51312,"IPOMSPA","Ipomoea spathulata","Ipomoea spathulata",NA,"Hallier f.",FALSE,51312
"51313",51313,"PENTOUR","Pentanisia ouranogyne","Pentanisia ouranogyne",NA,"S. Moore",FALSE,51313
"51314",51314,"HYPOF.H","Hypoestes forskaolii s","Hypoestes forskaolii ssp. hildebrandtii",NA,"(Vahl) R. Br.",FALSE,51314
"51315",51315,"HYPOF.H","Hypoestes verticillari","Hypoestes verticillaris var. hildebrandtii",NA,"(Lindau) Benoist",TRUE,51314
"51316",51316,"COCCTRI","Coccinia trilobata","Coccinia trilobata",NA,"(Cogn.) C. Jeffrey",FALSE,51316
"51317",51317,"TALIPOR","Talinum portulacifoliu","Talinum portulacifolium",NA,"(Forssk.) Asch. ex Schweinf.",FALSE,51317
"51318",51318,"MARIVES","Mariscus vestitus","Mariscus vestitus",NA,"(Hochst. ex Krauss) C.B. Clarke",FALSE,51318
"51319",51319,"ZALEPEN","Zaleya pentandra","Zaleya pentandra",NA,"(L.) C. Jeffrey",FALSE,51319
"51320",51320,"ANEISOM","Aneilema somaliense","Aneilema somaliense",NA,"C.B. Clarke",FALSE,51320
"51321",51321,"ABUTHIR","Abutilon hirtum","Abutilon hirtum",NA,"(Lam.) Sweet",FALSE,51321
"51322",51322,"DIGIMIL","Digitaria milanjiana","Digitaria milanjiana",NA,"(Rendle) Stapf",FALSE,51322
"51323",51323,"COMMALB","Commelina albescens","Commelina albescens",NA,"Hassk.",FALSE,51323
"51324",51324,"PORTFOL","Portulaca foliosa","Portulaca foliosa",NA,"Gawl.",FALSE,51324
"51325",51325,"MOMOROS","Momordica rostrata","Momordica rostrata",NA,"Zimm.",FALSE,51325
"51326",51326,"PHYLMAD","Phyllanthus maderaspat","Phyllanthus maderaspatensis",NA,"L.",FALSE,51326
"51327",51327,"GUTEBOR","Gutenbergia boranensis","Gutenbergia boranensis",NA,"(S. Moore) M. G. Gilbert",FALSE,51327
"51328",51328,"GUTEBOR","Erlangea boranensis","Erlangea boranensis",NA,"S. Moore",TRUE,51327
"51329",51329,"COMMPET","Commelina petersii","Commelina petersii",NA,"Hassk.",FALSE,51329
"51330",51330,"ENTEMAC","Enteropogon macrostach","Enteropogon macrostachyus",NA,"(Hochst. ex A. Rich.) Munro ex Benth.",FALSE,51330
"51331",51331,"CYPEB.S","Cyperus bulbosus var.","Cyperus bulbosus var. spicatus",NA,"Boeckeler",FALSE,51331
"51332",51332,"CYPEB.S","Cyperus blysmoides","Cyperus blysmoides",NA,"Hochst.",TRUE,51331
"51333",51333,"BRACLEE","Brachiaria leersioides","Brachiaria leersioides",NA,"(Hochst.) Stapf",FALSE,51333
"51334",51334,"JUSTEXI","Justicia exigua","Justicia exigua",NA,"S. Moore",FALSE,51334
"51335",51335,"ACACATA","Acacia ataxacantha","Acacia ataxacantha",NA,"DC.",FALSE,51335
"51336",51336,"GREWTEM","Grewia tembensis","Grewia tembensis",NA,"Fresen.",FALSE,51336
"51338",51338,"NEWTHIL","Newtonia hildebrandtii","Newtonia hildebrandtii",NA,"(Vatke) Torre",FALSE,51338
"51339",51339,"SPORPEL","Sporobolus pellucidus","Sporobolus pellucidus",NA,"Hochst.",FALSE,51339
"51340",51340,"CHLOGAL","Chlorophytum gallabate","Chlorophytum gallabatense",NA,"Schweinf. ex Baker",FALSE,51340
"51341",51341,"ERAGCLN","Eragrostis cilianensis","Eragrostis cilianensis",NA,"(All.) F. T. Hubb.",FALSE,51341
"51342",51342,"COMMFOL","Commelina foliacea","Commelina foliacea",NA,"Chiov.",FALSE,51342
"51343",51343,"SOLAT.R","Solanum tettense var.","Solanum tettense var. renschii",NA,"(Vatke) A. E. GonÁ.",FALSE,51343
"51344",51344,"SOLAT.R","Solanum renschii","Solanum renschii",NA,"Vatke",TRUE,51343
"51345",51345,"CAPPTOM","Capparis tomentosa","Capparis tomentosa",NA,"Lam.",FALSE,51345
"51346",51346,"BOSCANG","Boscia angustifolia","Boscia angustifolia",NA,"A. Rich.",FALSE,51346
"51347",51347,"MAEROBL","Maerua oblongifolia","Maerua oblongifolia",NA,"(Forssk.) A. Rich.",FALSE,51347
"51348",51348,"MARICIR","Mariscus circumclusus","Mariscus circumclusus",NA,"C.B. Clarke",FALSE,51348
"51349",51349,"MARICIR","Mariscus macropus","Mariscus macropus",NA,"(Boeckeler) C.B. Clarke",TRUE,51348
"51350",51350,"SANSVOL","Sansevieria volkensii","Sansevieria volkensii",NA,"G¸rke",FALSE,51350
"51351",51351,"SANSVOL","Sansevieria intermedia","Sansevieria intermedia",NA,"N.E. Br.",TRUE,51350
"51352",51352,"BASEGRE","Baseonema gregorii","Baseonema gregorii",NA,"Schltr. & Rendle",FALSE,51352
"51353",51353,"PHYLROT","Phyllanthus rotundifol","Phyllanthus rotundifolius",NA,"Klein ex Willd.",FALSE,51353
"51354",51354,"RUELPRO","Ruellia prostrata","Ruellia prostrata",NA,"Poir.",FALSE,51354
"51355",51355,"HELIGLU","Helichrysum glumaceum","Helichrysum glumaceum",NA,"DC.",FALSE,51355
"51356",51356,"PSILELL","Psilotrichum elliotii","Psilotrichum elliotii",NA,"Baker & C.B. Clarke",FALSE,51356
"51357",51357,"BRACLEU","Brachiaria leucacranth","Brachiaria leucacrantha",NA,"(K. Schum.) Stapf",FALSE,51357
"51358",51358,"CARA.SP","Caralluma species","Caralluma species",NA,"NA",FALSE,51358
"51359",51359,"CUCUP.P","Cucumis prophetarum ss","Cucumis prophetarum ssp. prophetarum",NA,"L.",FALSE,51359
"51360",51360,"CUCUP.P","Cucumis figarei","Cucumis figarei",NA,"Delile ex Naudin",TRUE,51359
"51361",51361,"CUCUPRO","Cucumis prophetarum","Cucumis prophetarum",NA,"L.",FALSE,51361
"51362",51362,"ENDOTER","Endostemon tereticauli","Endostemon tereticaulis",NA,"(Poir.) M. Ashby",FALSE,51362
"51363",51363,"KLEI.SP","Kleinia species","Kleinia species",NA,"NA",FALSE,51363
"51364",51364,"OROBMIN","Orobanche minor","Orobanche minor",NA,"Sm.",FALSE,51364
"51366",51366,"TEPHUNI","Tephrosia uniflora","Tephrosia uniflora",NA,"Pers.",FALSE,51366
"51367",51367,"CISSQUA","Cissus quadrangularis","Cissus quadrangularis",NA,"L.",FALSE,51367
"51368",51368,"EUPHINA","Euphorbia inaequilater","Euphorbia inaequilatera",NA,"Sond.",FALSE,51368
"51369",51369,"LEPISCA","Lepidagathis scariosa","Lepidagathis scariosa",NA,"Nees",FALSE,51369
"51370",51370,"GYMNPUT","Gymnosporia putterlick","Gymnosporia putterlickioides",NA,"Loes.",FALSE,51370
"51371",51371,"GYMNPUT","Maytenus putterlickioi","Maytenus putterlickioides",NA,"(Loes.) Exell & MendonÁa",TRUE,51370
"51372",51372,"VERNAUR","Vernonia auriculifera","Vernonia auriculifera",NA,"Hiern",FALSE,51372
"51373",51373,"VERNAUR","Gymnanthemum auriculif","Gymnanthemum auriculiferum",NA,"(Hiern) Isawumi",TRUE,51372
"51374",51374,"DOLIOLI","Dolichos oliveri","Dolichos oliveri",NA,"Schweinf.",FALSE,51374
"51375",51375,"AGATGLO","Agathisanthemum globos","Agathisanthemum globosum",NA,"(Hochst. ex A. Rich.) Bremek.",FALSE,51375
"51376",51376,"CHLOA.C","Chlorophytum affine va","Chlorophytum affine var. curviscapum",NA,"(Poelln.) Hanid",FALSE,51376
"51377",51377,"CHLOA.C","Chlorophytum tordense","Chlorophytum tordense",NA,"Chiov.",TRUE,51376
"51378",51378,"ENTALEP","Entada leptostachya","Entada leptostachya",NA,"Harms",FALSE,51378
"51379",51379,"EUPHPOL","Euphorbia polyantha","Euphorbia polyantha",NA,"Pax",FALSE,51379
"51380",51380,"JUSTHET","Justicia heterocarpa","Justicia heterocarpa",NA,"T. Anderson",FALSE,51380
"51381",51381,"JUSTODO","Justicia odora","Justicia odora",NA,"(Forssk.) Lam.",FALSE,51381
"51382",51382,"MAEREND","Maerua endlichii","Maerua endlichii",NA,"Gilg & Gilg-Ben.",FALSE,51382
"51383",51383,"SANSEHR","Sansevieria ehrenbergi","Sansevieria ehrenbergii",NA,"Schweinf. ex Baker",FALSE,51383
