"","TaxonUsageID","LETTERCODE","SHORTNAME","TaxonName","NATIVENAME","AuthorName","SYNONYM","TaxonConceptID"
"51384",51384,"STYLBOR","Stylochiton borumensis","Stylochiton borumensis",NA,"N.E. Br.",FALSE,51384
"51385",51385,"STYLBOR","Stylochiton angustifol","Stylochiton angustifolius",NA,"Peter",TRUE,51384
"51386",51386,"VIGN.SP","Vigna species","Vigna species",NA,"NA",FALSE,51386
"51387",51387,"BERCDIS","Berchemia discolor","Berchemia discolor",NA,"(Klotzsch) Hemsl.",FALSE,51387
"51388",51388,"KEDRLEL","Kedrostis leloja","Kedrostis leloja",NA,"(J.F. Gmel.) C. Jeffrey",FALSE,51388
"51389",51389,"KEDRLEL","Kedrostis hirtella","Kedrostis hirtella",NA,"(Naudin) Cogn.",TRUE,51388
"51390",51390,"MOMOBOI","Momordica boivinii","Momordica boivinii",NA,"Baill.",FALSE,51390
"51391",51391,"PRIVCOR","Priva cordifolia","Priva cordifolia",NA,"(L. f.) Druce",FALSE,51391
"51392",51392,"BULBHIS","Bulbostylis hispidula","Bulbostylis hispidula",NA,"(Vahl) R.W. Haines",FALSE,51392
"51393",51393,"CROTCHR","Crotalaria chrysochlor","Crotalaria chrysochlora",NA,"Baker f. ex Harms",FALSE,51393
"51394",51394,"CROTSCH","Croton scheffleri","Croton scheffleri",NA,"Pax",FALSE,51394
"51395",51395,"PLATHIL","Platostoma hildebrandt","Platostoma hildebrandtii",NA,"(Vatke) A.J. Paton",FALSE,51395
"51396",51396,"PLATHIL","Geniosporum hildebrand","Geniosporum hildebrandtii",NA,"(Vatke) M. Ashby",TRUE,51395
"51397",51397,"OCHNINE","Ochna inermis","Ochna inermis",NA,"(Forssk.) Schweinf.",FALSE,51397
"51398",51398,"MELIR.R","Melinis repens ssp. re","Melinis repens ssp. repens",NA,"(Willd.) Zizka",FALSE,51398
"51399",51399,"MELIR.R","Rhynchelytrum roseum","Rhynchelytrum roseum",NA,"(Nees) Stapf & C.E. Hubb.",TRUE,51398
"51400",51400,"STERAFR","Sterculia africana","Sterculia africana",NA,"(Lour.) Fiori",FALSE,51400
"51401",51401,"GREWVIL","Grewia villosa","Grewia villosa",NA,"Willd.",FALSE,51401
"51402",51402,"OPILCAM","Opilia campestris","Opilia campestris",NA,"Engl.",FALSE,51402
"51403",51403,"PYCRMAC","Pycreus macranthus","Pycreus macranthus",NA,"(Boeckeler) C.B. Clarke",FALSE,51403
"51404",51404,"DELOBAC","Delonix baccal","Delonix baccal",NA,"(Chiov.) Baker f.",FALSE,51404
"51405",51405,"JASMSCH","Jasminum schimperi","Jasminum schimperi",NA,"Vatke",FALSE,51405
"51406",51406,"DICLPAN","Dicliptera paniculata","Dicliptera paniculata",NA,"(Forssk.) I. Darbysh.",FALSE,51406
"51407",51407,"DICLPAN","Peristrophe bicalycula","Peristrophe bicalyculata",NA,"(Retz.) Nees",TRUE,51406
"51408",51408,"SALVPER","Salvadora persica","Salvadora persica",NA,"L.",FALSE,51408
"51409",51409,"BOSCCOR","Boscia coriacea","Boscia coriacea",NA,"Pax",FALSE,51409
"51410",51410,"CAUCAUR","Caucanthus auriculatus","Caucanthus auriculatus",NA,"(Radlk.) Nied.",FALSE,51410
"51411",51411,"CORDSIN","Cordia sinensis","Cordia sinensis",NA,"Lam.",FALSE,51411
"51412",51412,"CORDSIN","Cordia gharaf","Cordia gharaf",NA,"(Forssk.) Ehrenb. ex Asch.",TRUE,51411
"51413",51413,"CARASPE","Caralluma speciosa","Caralluma speciosa",NA,"(N.E. Br.) N.E. Br.",FALSE,51413
"51414",51414,"MAEREDU","Maerua edulis","Maerua edulis",NA,"(Gilg & Gilg-Ben.) DeWolf",FALSE,51414
"51415",51415,"MAEREDU","Courbonia glauca","Courbonia glauca",NA,"(Klotzsch) Gilg & Gilg-Ben.",TRUE,51414
"51416",51416,"CUCUHIR","Cucumis hirsutus","Cucumis hirsutus",NA,"Sond.",FALSE,51416
"51417",51417,"DELOELA","Delonix elata","Delonix elata",NA,"(L.) Gamble",FALSE,51417
"51418",51418,"CYPESTE","Cyperus steudneri","Cyperus steudneri",NA,"(Boeckeler) Larridon",FALSE,51418
"51419",51419,"CYPESTE","Kyllingiella polyphyll","Kyllingiella polyphylla",NA,"(A. Rich.) Lye",TRUE,51418
"51420",51420,"SESARIV","Sesamothamnus rivae","Sesamothamnus rivae",NA,"Engl.",FALSE,51420
"51421",51421,"SPORFES","Sporobolus festivus","Sporobolus festivus",NA,"Hochst. ex A. Rich.",FALSE,51421
"51422",51422,"TRIANIE","Triaspis niedenzuana","Triaspis niedenzuana",NA,"Engl.",FALSE,51422
"51423",51423,"HIBICAL","Hibiscus calyphyllus","Hibiscus calyphyllus",NA,"Cav.",FALSE,51423
"51425",51425,"COMMSAR","Commiphora sarandensis","Commiphora sarandensis",NA,"Burtt",FALSE,51425
"51426",51426,"VERNANT","Vernonia anthelmintica","Vernonia anthelmintica",NA,"(L.) Willd.",FALSE,51426
"51427",51427,"VERNANT","Vernonia stenolepis","Vernonia stenolepis",NA,"Oliv.",TRUE,51426
"51428",51428,"VANGM.M","Vangueria madagascarie","Vangueria madagascariensis var. madagascariensis",NA,"J.F. Gmel.",FALSE,51428
"51429",51429,"VANGM.M","Vangueria acutiloba","Vangueria acutiloba",NA,"Robyns",TRUE,51428
"51430",51430,"POLYSAD","Polygala sadebeckiana","Polygala sadebeckiana",NA,"G¸rke",FALSE,51430
"51431",51431,"COMMGRA","Commicarpus grandiflor","Commicarpus grandiflorus",NA,"(A. Rich.) Standl.",FALSE,51431
"51432",51432,"POLLCAM","Pollichia campestris","Pollichia campestris",NA,"Aiton",FALSE,51432
"51433",51433,"SANSRAF","Sansevieria raffillii","Sansevieria raffillii",NA,"N.E. Br.",FALSE,51433
"51434",51434,"COMMPLU","Commicarpus plumbagine","Commicarpus plumbagineus",NA,"(Cav.) Standl.",FALSE,51434
"51435",51435,"KALALAN","Kalanchoe lanceolata","Kalanchoe lanceolata",NA,"(Forssk.) Pers.",FALSE,51435
"51436",51436,"LANTUKA","Lantana ukambensis","Lantana ukambensis",NA,"(Vatke) Verdc.",FALSE,51436
"51437",51437,"LANTUKA","Lippia ukambensis","Lippia ukambensis",NA,"Vatke",TRUE,51436
"51438",51438,"SPORANG","Sporobolus angustifoli","Sporobolus angustifolius",NA,"A. Rich.",FALSE,51438
"51439",51439,"ACTIRAD","Actiniopteris radiata","Actiniopteris radiata",NA,"(Sw.) Link",FALSE,51439
"51440",51440,"COMME.B","Commiphora edulis ssp.","Commiphora edulis ssp. boiviniana",NA,"(Engl.) J. B. Gillett",FALSE,51440
"51441",51441,"COMME.B","Commiphora boiviniana","Commiphora boiviniana",NA,"Engl.",TRUE,51440
"51442",51442,"CYPHADE","Cyphostemma adenocaule","Cyphostemma adenocaule",NA,"(Steud. ex A. Rich.) Desc. ex Wild & R. B. Drumm.",FALSE,51442
"51443",51443,"CUCUENG","Cucumis engleri","Cucumis engleri",NA,"(Gilg) Ghebret. & Thulin",FALSE,51443
"51444",51444,"CUCUENG","Cucumella engleri","Cucumella engleri",NA,"(Gilg) C. Jeffrey",TRUE,51443
"51445",51445,"CAPPFAS","Capparis fascicularis","Capparis fascicularis",NA,"DC.",FALSE,51445
"51446",51446,"EUPHCAN","Euphorbia candelabrum","Euphorbia candelabrum",NA,"TrÈmaux ex Kotschy",FALSE,51446
"51447",51447,"ALBUDON","Albuca donaldsonii","Albuca donaldsonii",NA,"Rendle",FALSE,51447
"51448",51448,"ALBUDON","Ornithogalum donaldson","Ornithogalum donaldsonii",NA,"(Rendle) Greenway",TRUE,51447
"51449",51449,"PENTGLA","Pentas glabrescens","Pentas glabrescens",NA,"Baker",FALSE,51449
"51450",51450,"FLUEV.V","Flueggea virosa ssp. v","Flueggea virosa ssp. virosa",NA,"(Roxb. ex Willd.) Voigt",FALSE,51450
"51451",51451,"FLUEV.V","Securinega virosa","Securinega virosa",NA,"(Roxb. ex Willd.) Baill.",TRUE,51450
"51452",51452,"SOLAHAS","Solanum hastifolium","Solanum hastifolium",NA,"Hochst. ex Dunal",FALSE,51452
"51453",51453,"ACACNIL","Acacia nilotica","Acacia nilotica",NA,"(L.) Willd. ex Delile",FALSE,51453
"51454",51454,"SOLA.SP","Solanum species","Solanum species",NA,"NA",FALSE,51454
"51455",51455,"ALLORUB","Allophylus rubifolius","Allophylus rubifolius",NA,"(Hochst. ex A. Rich.) Engl.",FALSE,51455
"51456",51456,"KRAUGIL","Krauseola gillettii","Krauseola gillettii",NA,"Turrill",FALSE,51456
"51457",51457,"BLEPMAD","Blepharis maderaspaten","Blepharis maderaspatensis",NA,"(L.) B. Heyne ex Roth",FALSE,51457
"51458",51458,"PENTPAR","Pentas parvifolia","Pentas parvifolia",NA,"Hiern",FALSE,51458
"51459",51459,"GREW.SP","Grewia species","Grewia species",NA,"NA",FALSE,51459
"51460",51460,"ATRINUM","Atriplex nummularia","Atriplex nummularia",NA,"Lindl.",FALSE,51460
"51461",51461,"CELOSCH","Celosia schweinfurthia","Celosia schweinfurthiana",NA,"Schinz",FALSE,51461
"51462",51462,"MAERT.J","Maerua triphylla var.","Maerua triphylla var. johannis",NA,"(Volkens & Gilg) DeWolf",FALSE,51462
"51464",51464,"MAERT.J","Maerua johannis","Maerua johannis",NA,"Volkens & Gilg",TRUE,51462
"51463",51463,"MANIMOC","Manilkara mochisia","Manilkara mochisia",NA,"(Baker) Dubard",FALSE,51463
"51465",51465,"INDIVOH","Indigofera vohemarensi","Indigofera vohemarensis",NA,"Baill.",FALSE,51465
"51466",51466,"ADENVOL","Adenia volkensii","Adenia volkensii",NA,"Harms",FALSE,51466
"51467",51467,"PENTINS","Pentarrhinum insipidum","Pentarrhinum insipidum",NA,"E. Mey.",FALSE,51467
"51468",51468,"TEPHPOL","Tephrosia polyphylla","Tephrosia polyphylla",NA,"(Chiov.) J. B. Gillett",FALSE,51468
"51469",51469,"KYLL.SP","Kyllinga species","Kyllinga species",NA,"NA",FALSE,51469
"51470",51470,"DISTDIV","Distephanus divaricatu","Distephanus divaricatus",NA,"(Steetz) H. Rob. & B. Kahn",FALSE,51470
"51471",51471,"DISTDIV","Vernonia aurantiaca","Vernonia aurantiaca",NA,"(O. Hoffm.) N.E. Br.",TRUE,51470
"51472",51472,"CHASHIL","Chascanum hildebrandti","Chascanum hildebrandtii",NA,"(Vatke) J. B. Gillett",FALSE,51472
"51473",51473,"LYCIEUR","Lycium europaeum","Lycium europaeum",NA,"L.",FALSE,51473
"51474",51474,"JASMS.S","Jasminum streptopus va","Jasminum streptopus var. streptopus",NA,"E. Mey.",FALSE,51474
"51475",51475,"JASMS.S","Jasminum parvifolium","Jasminum parvifolium",NA,"Knobl.",TRUE,51474
"51476",51476,"MELHVEL","Melhania velutina","Melhania velutina",NA,"Forssk.",FALSE,51476
"51477",51477,"PARKACU","Parkinsonia aculeata","Parkinsonia aculeata",NA,"L.",FALSE,51477
"51478",51478,"INDITRI","Indigofera trita","Indigofera trita",NA,"L. f.",FALSE,51478
"51479",51479,"LIPPJAV","Lippia javanica","Lippia javanica",NA,"(Burm. f.) Spreng.",FALSE,51479
"51480",51480,"SERIPAL","Sericocomopsis pallida","Sericocomopsis pallida",NA,"(S. Moore) Schinz",FALSE,51480
"51481",51481,"LANTVIB","Lantana viburnoides","Lantana viburnoides",NA,"(Forssk.) Vahl",FALSE,51481
"51482",51482,"SETA.SP","Setaria species","Setaria species",NA,"NA",FALSE,51482
"51483",51483,"ZIZIMAU","Ziziphus mauritiana","Ziziphus mauritiana",NA,"Lam.",FALSE,51483
"51484",51484,"DICLNAP","Dicliptera napierae","Dicliptera napierae",NA,"E. A. Bruce",FALSE,51484
"51485",51485,"GARDVOL","Gardenia volkensii","Gardenia volkensii",NA,"K. Schum.",FALSE,51485
"51486",51486,"GYMNG.G","Gymnosporia gracilipes","Gymnosporia gracilipes ssp. gracilipes",NA,"(Welw. ex Oliv.) Loes.",FALSE,51486
"51487",51487,"GYMNG.G","Maytenus ovata","Maytenus ovata",NA,"(Wall. ex Wight & Arn.) Loes.",TRUE,51486
"51488",51488,"SPORCON","Sporobolus confinis","Sporobolus confinis",NA,"(Steud.) Chiov.",FALSE,51488
"51489",51489,"SPORCON","Sporobolus phyllotrich","Sporobolus phyllotrichus",NA,"Hochst.",TRUE,51488
"51490",51490,"TRIUANN","Triumfetta annua","Triumfetta annua",NA,"L.",FALSE,51490
"51491",51491,"ADENVEN","Adenia venenata","Adenia venenata",NA,"Forssk.",FALSE,51491
"51492",51492,"CARATUR","Caralluma turneri","Caralluma turneri",NA,"E. A. Bruce",FALSE,51492
"51493",51493,"LEPISCB","Lepidagathis scabra","Lepidagathis scabra",NA,"C.B. Clarke",FALSE,51493
"51494",51494,"EUPHACA","Euphorbia acalyphoides","Euphorbia acalyphoides",NA,"Hochst. ex Boiss.",FALSE,51494
"51495",51495,"TEPHINT","Tephrosia interrupta","Tephrosia interrupta",NA,"Hochst. & Steud. ex Engl.",FALSE,51495
"51496",51496,"ZEHNANO","Zehneria anomala","Zehneria anomala",NA,"C. Jeffrey",FALSE,51496
"51497",51497,"CHRYAUC","Chrysopogon aucheri","Chrysopogon aucheri",NA,"(Boiss.) Stapf",FALSE,51497
"51498",51498,"LIPPCAR","Lippia carviodora","Lippia carviodora",NA,"Meikle",FALSE,51498
"51499",51499,"MONSLON","Monsonia longipes","Monsonia longipes",NA,"R. Knuth",FALSE,51499
"51500",51500,"HERM.SP","Hermannia species","Hermannia species",NA,"NA",FALSE,51500
"51501",51501,"BARLPRO","Barleria proxima","Barleria proxima",NA,"Lindau",FALSE,51501
"51502",51502,"CUCUDIP","Cucumis dipsaceus","Cucumis dipsaceus",NA,"Ehrenb. ex Spach",FALSE,51502
"51503",51503,"CYPHC.C","Cyphostemma cyphopetal","Cyphostemma cyphopetalum var. cyphopetalum",NA,"(Fresen.) Desc. ex Wild & R. B. Drumm.",FALSE,51503
"51504",51504,"CYPHC.C","Cyphostemma nieriense","Cyphostemma nieriense",NA,"(T.C.E. Fr.) Desc.",TRUE,51503
"51505",51505,"PLECH.H","Plectranthus hadiensis","Plectranthus hadiensis var. hadiensis",NA,"(Forssk.) Schweinf. ex Spreng.",FALSE,51505
"51506",51506,"PLECH.H","Ocimum hadiense","Ocimum hadiense",NA,"Forssk.",TRUE,51505
"51507",51507,"PELAALC","Pelargonium alchemillo","Pelargonium alchemilloides",NA,"(L.) L'HÈr.",FALSE,51507
"51508",51508,"STICBER","Stictocardia beraviens","Stictocardia beraviensis",NA,"(Vatke) Hallier f.",FALSE,51508
"51509",51509,"ALYSGLU","Alysicarpus glumaceus","Alysicarpus glumaceus",NA,"(Vahl) DC.",FALSE,51509
"51510",51510,"BLEPINT","Blepharis integrifolia","Blepharis integrifolia",NA,"(L. f.) E. Mey. ex Schinz",FALSE,51510
"51511",51511,"CHLO.SP","Chlorophytum species","Chlorophytum species",NA,"NA",FALSE,51511
"51512",51512,"COMMMYR","Commiphora myrrha","Commiphora myrrha",NA,"(T. Nees) Engl.",FALSE,51512
"51513",51513,"COMMMYR","Commiphora coriacea","Commiphora coriacea",NA,"Engl.",TRUE,51512
"51514",51514,"CYPEKAE","Cyperus kaessneri","Cyperus kaessneri",NA,"C.B. Clarke",FALSE,51514
"51515",51515,"HIBIAET","Hibiscus aethiopicus","Hibiscus aethiopicus",NA,"L.",FALSE,51515
"51516",51516,"JUSTMAT","Justicia matammensis","Justicia matammensis",NA,"(Schweinf.) Oliv.",FALSE,51516
"51517",51517,"ACALCIL","Acalypha ciliata","Acalypha ciliata",NA,"Forssk.",FALSE,51517
"51518",51518,"CROTPOL","Crotalaria polysperma","Crotalaria polysperma",NA,"Kotschy",FALSE,51518
"51519",51519,"PLECOTO","Plectranthus otostegio","Plectranthus otostegioides",NA,"(G¸rke) Ryding",FALSE,51519
"51520",51520,"PLECOTO","Capitanya otostegioide","Capitanya otostegioides",NA,"G¸rke",TRUE,51519
"51521",51521,"CORABOE","Corallocarpus boehmii","Corallocarpus boehmii",NA,"(Cogn.) C. Jeffrey",FALSE,51521
"51522",51522,"CYNAHAS","Cynanchum hastifolium","Cynanchum hastifolium",NA,"K. Schum.",FALSE,51522
"51523",51523,"TEPHSUB","Tephrosia subtriflora","Tephrosia subtriflora",NA,"Hochst. ex Baker",FALSE,51523
"51524",51524,"TINOCAF","Tinospora caffra","Tinospora caffra",NA,"(Miers) Troupin",FALSE,51524
"51525",51525,"ERYTMEL","Erythrina melanacantha","Erythrina melanacantha",NA,"Taub. ex Harms",FALSE,51525
"51526",51526,"ERYTMEL","Erythrina rotundato-ob","Erythrina rotundato-obovata",NA,"Baker f.",TRUE,51525
"51527",51527,"CYMBCAE","Cymbopogon caesius","Cymbopogon caesius",NA,"(Nees ex Hook. & Arn.) Stapf",FALSE,51527
"51528",51528,"CYMBCAE","Cymbopogon excavatus","Cymbopogon excavatus",NA,"(Hochst.) Stapf ex Burtt Davy",TRUE,51527
"51529",51529,"ERAGRAC","Eragrostis racemosa","Eragrostis racemosa",NA,"(Thunb.) Steud.",FALSE,51529
"51531",51531,"ERAGBRA","Eragrostis braunii","Eragrostis braunii",NA,"Schweinf.",FALSE,51531
"51532",51532,"INDILUP","Indigofera lupatana","Indigofera lupatana",NA,"Baker f.",FALSE,51532
"51533",51533,"HARPSCH","Harpachne schimperi","Harpachne schimperi",NA,"Hochst. ex A. Rich.",FALSE,51533
"51534",51534,"HYPAFIL","Hyparrhenia filipendul","Hyparrhenia filipendula",NA,"(Hochst.) Stapf",FALSE,51534
"51535",51535,"HYPOA.A","Hypoestes aristata var","Hypoestes aristata var. aristata",NA,"(Vahl) Sol. ex Roem. & Schult.",FALSE,51535
"51536",51536,"HYPOA.A","Hypoestes verticillari","Hypoestes verticillaris",NA,"(L. f.) Sol. ex Roem. & Schult.",TRUE,51535
"51538",51538,"CROTLAC","Crotalaria lachnocarpo","Crotalaria lachnocarpoides",NA,"Engl.",FALSE,51538
"51539",51539,"ABUT.SP","Abutilon species","Abutilon species",NA,"NA",FALSE,51539
"51540",51540,"ALOELAT","Aloe lateritia","Aloe lateritia",NA,"Engl.",FALSE,51540
"51541",51541,"ANTHHER","Anthospermum herbaceum","Anthospermum herbaceum",NA,"L. f.",FALSE,51541
"51542",51542,"ERAGHIS","Eragrostis hispida","Eragrostis hispida",NA,"K. Schum.",FALSE,51542
"51543",51543,"INDIATR","Indigofera atriceps","Indigofera atriceps",NA,"Hook. f.",FALSE,51543
"51545",51545,"SEHINER","Sehima nervosum","Sehima nervosum",NA,"(Rottler) Stapf",FALSE,51545
"51546",51546,"INDISWA","Indigofera swaziensis","Indigofera swaziensis",NA,"Bolus",FALSE,51546
"51547",51547,"CASSSIN","Cassia singueana","Cassia singueana",NA,"Delile",FALSE,51547
"51855",51855,"CASSSIN","Senna singueana","Senna singueana",NA,"(Delile) Lock",TRUE,51547
"51548",51548,"GYMNSEN","Gymnosporia senegalens","Gymnosporia senegalensis",NA,"(Lam.) Loes.",FALSE,51548
"51549",51549,"GYMNSEN","Maytenus senegalensis","Maytenus senegalensis",NA,"(Lam.) Exell",TRUE,51548
"51550",51550,"CASSHIL","Cassia hildebrandtii","Cassia hildebrandtii",NA,"Vatke",FALSE,51550
"51552",51552,"LACTINE","Lactuca inermis","Lactuca inermis",NA,"Forssk.",FALSE,51552
"51553",51553,"LACTINE","Lactuca capensis","Lactuca capensis",NA,"Thunb.",TRUE,51552
"51554",51554,"CHAMMIM","Chamaecrista mimosoide","Chamaecrista mimosoides",NA,"(L.) Greene",FALSE,51554
"51555",51555,"CHAMMIM","Cassia mimosoides","Cassia mimosoides",NA,"L.",TRUE,51554
"51556",51556,"PYROPHY","Pyrostria phyllanthoid","Pyrostria phyllanthoidea",NA,"(Baill.) Bridson",FALSE,51556
"51557",51557,"PYROPHY","Canthium phyllanthoide","Canthium phyllanthoideum",NA,"Baill.",TRUE,51556
"51558",51558,"DICRCIN","Dichrostachys cinerea","Dichrostachys cinerea",NA,"(L.) Wight & Arn.",FALSE,51558
"51559",51559,"EVOLALS","Evolvulus alsinoides","Evolvulus alsinoides",NA,"(L.) L.",FALSE,51559
"51560",51560,"HYPAHIR","Hyparrhenia hirta","Hyparrhenia hirta",NA,"(L.) Stapf",FALSE,51560
"51561",51561,"INDIFIL","Indigofera filifolia","Indigofera filifolia",NA,"Ker Gawl.",FALSE,51561
"51562",51562,"INDIGAR","Indigofera garckeana","Indigofera garckeana",NA,"Vatke",FALSE,51562
"51563",51563,"LANNS.S","Lannea schweinfurthii","Lannea schweinfurthii var. schweinfurthii",NA,"(Engl.) Engl.",FALSE,51563
"51564",51564,"LANNS.S","Lannea stuhlmannii","Lannea stuhlmannii",NA,"(Engl.) Engl.",TRUE,51563
"51841",51841,"LANNS.S","Lannea schweinfurthii","Lannea schweinfurthii var. stuhlmannii",NA,"(Engl.) Kokwaro",TRUE,51563
"51565",51565,"LOUDKAG","Loudetia kagerensis","Loudetia kagerensis",NA,"(K. Schum.) C.E. Hubb. ex Hutch.",FALSE,51565
"51566",51566,"OLDEWIE","Oldenlandia wiedemanni","Oldenlandia wiedemannii",NA,"K. Schum.",FALSE,51566
"51567",51567,"PLECCAN","Plectranthus caninus","Plectranthus caninus",NA,"Roth",FALSE,51567
"51568",51568,"SPERARV","Spergula arvensis","Spergula arvensis",NA,"L.",FALSE,51568
"51569",51569,"TINNAET","Tinnea aethiopica","Tinnea aethiopica",NA,"Kotschy ex Hook. f.",FALSE,51569
"51570",51570,"VIGNMEM","Vigna membranacea","Vigna membranacea",NA,"A. Rich.",FALSE,51570
"51571",51571,"ZORNAPI","Zornia apiculata","Zornia apiculata",NA,"Milne-Redh.",FALSE,51571
"51572",51572,"PHYLSEP","Phyllanthus sepialis","Phyllanthus sepialis",NA,"M¸ll. Arg.",FALSE,51572
"51573",51573,"POLG.SP","Polygala species","Polygala species",NA,"NA",FALSE,51573
"51574",51574,"STEGARA","Steganotaenia araliace","Steganotaenia araliacea",NA,"Hochst.",FALSE,51574
"51575",51575,"DIDYCAF","Didymodoxa caffra","Didymodoxa caffra",NA,"(Thunb.) Friis & Wilmot-Dear",FALSE,51575
"51576",51576,"DIDYCAF","Australina acuminata","Australina acuminata",NA,"Wedd.",TRUE,51575
"51577",51577,"SPORFIM","Sporobolus fimbriatus","Sporobolus fimbriatus",NA,"(Trin.) Nees",FALSE,51577
"51578",51578,"INDICOL","Indigofera colutea","Indigofera colutea",NA,"(Burm. f.) Merr.",FALSE,51578
"51579",51579,"BASA.SP","Basananthe species","Basananthe species",NA,"NA",FALSE,51579
"51580",51580,"BASA.SP","Tryphostemma species","Tryphostemma species",NA,"NA",TRUE,51579
"51581",51581,"DOMBKIR","Dombeya kirkii","Dombeya kirkii",NA,"Mast.",FALSE,51581
"51582",51582,"DOMBKIR","Dombeya umbraculifera","Dombeya umbraculifera",NA,"K. Schum.",TRUE,51581
"51583",51583,"BULLPSE","Bullockia pseudosetifl","Bullockia pseudosetiflora",NA,"(Bridson) Razafim., Lantz & B. Bremer",FALSE,51583
"51584",51584,"BULLPSE","Canthium pseudosetiflo","Canthium pseudosetiflorum",NA,"Bridson",TRUE,51583
"51585",51585,"EUPHHTC","Euphorbia heterochroma","Euphorbia heterochroma",NA,"Pax",FALSE,51585
"51586",51586,"PAVEDOL","Pavetta dolichantha","Pavetta dolichantha",NA,"Bremek.",FALSE,51586
"51587",51587,"EUPHNYI","Euphorbia nyikae","Euphorbia nyikae",NA,"Pax",FALSE,51587
"51588",51588,"ALOEDES","Aloe deserti","Aloe deserti",NA,"A. Berger",FALSE,51588
"51589",51589,"HUERKEN","Huernia keniensis","Huernia keniensis",NA,"R. E. Fr.",FALSE,51589
"51590",51590,"PHILERI","Philenoptera eriocalyx","Philenoptera eriocalyx",NA,"(Harms) Schrire",FALSE,51590
"51591",51591,"PHILERI","Lonchocarpus eriocalyx","Lonchocarpus eriocalyx",NA,"Harms",TRUE,51590
"51592",51592,"VERNCNS","Vernonia cinerascens","Vernonia cinerascens",NA,"Sch. Bip.",FALSE,51592
"51593",51593,"BALAR.R","Balanites rotundifolia","Balanites rotundifolia var. rotundifolia",NA,"(Tiegh.) Blatt.",FALSE,51593
"51594",51594,"BALAR.R","Balanites orbicularis","Balanites orbicularis",NA,"Sprague",TRUE,51593
"51595",51595,"BULBABY","Bulbine abyssinica","Bulbine abyssinica",NA,"A. Rich.",FALSE,51595
"51596",51596,"ACTISEM","Actiniopteris semiflab","Actiniopteris semiflabellata",NA,"Pic. Serm.",FALSE,51596
"51597",51597,"EUPHGOS","Euphorbia gossypina","Euphorbia gossypina",NA,"Pax",FALSE,51597
"51598",51598,"PAVOARA","Pavonia arabica","Pavonia arabica",NA,"Hochst. & Steud. ex Boiss.",FALSE,51598
"51599",51599,"CROSSUB","Crossandra subacaulis","Crossandra subacaulis",NA,"C.B. Clarke",FALSE,51599
